,pre,post
0,20.91187594993508,19.015473748088297
1,20.91187594993508,19.015473748088297
2,20.91187594993508,19.015473748088297
3,20.91187594993508,19.015473748088297
4,20.91187594993508,19.015473748088297
5,20.91187594993508,19.015473748088297
6,20.91187594993508,19.015473748088297
7,20.91187594993508,19.015473748088297
8,20.91187594993508,19.015473748088297
9,20.91187594993508,19.015473748088297
10,20.91187594993508,19.015473748088297
11,20.91187594993508,19.015473748088297
12,20.91187594993508,19.015473748088297
13,20.91187594993508,19.015473748088297
14,20.91187594993508,19.015473748088297
15,20.91187594993508,19.015473748088297
16,20.91187594993508,19.015473748088297
17,20.91187594993508,19.015473748088297
18,20.91187594993508,19.015473748088297
19,20.91187594993508,19.015473748088297
20,20.91187594993508,19.015473748088297
21,20.91187594993508,19.015473748088297
22,20.91187594993508,19.015473748088297
23,20.91187594993508,19.015473748088297
24,20.91187594993508,19.015473748088297
25,20.91187594993508,19.015473748088297
26,20.91187594993508,19.015473748088297
27,20.91187594993508,19.015473748088297
28,20.91187594993508,19.015473748088297
29,20.91187594993508,19.015473748088297
30,20.91187594993508,19.015473748088297
31,20.91187594993508,19.015473748088297
32,20.91187594993508,19.015473748088297
33,20.91187594993508,19.015473748088297
34,20.91187594993508,19.015473748088297
35,20.91187594993508,19.015473748088297
36,20.91187594993508,19.015473748088297
37,20.91187594993508,19.015473748088297
38,20.91187594993508,19.015473748088297
39,20.91187594993508,19.015473748088297
40,20.91187594993508,19.015473748088297
41,20.91187594993508,19.015473748088297
42,20.91187594993508,19.015473748088297
43,20.91187594993508,19.015473748088297
44,20.91187594993508,19.015473748088297
45,20.91187594993508,19.015473748088297
46,20.91187594993508,19.015473748088297
47,20.91187594993508,19.015473748088297
48,20.91187594993508,19.015473748088297
49,20.91187594993508,19.015473748088297
50,20.91187594993508,19.015473748088297
51,20.91187594993508,19.015473748088297
52,20.91187594993508,19.015473748088297
53,20.91187594993508,19.015473748088297
54,20.91187594993508,19.015473748088297
55,20.91187594993508,19.015473748088297
56,20.91187594993508,19.015473748088297
57,20.91187594993508,19.015473748088297
58,20.91187594993508,19.015473748088297
59,20.91187594993508,19.015473748088297
60,20.91187594993508,19.015473748088297
61,20.91187594993508,19.015473748088297
62,20.91187594993508,19.015473748088297
63,20.91187594993508,19.015473748088297
64,20.91187594993508,19.015473748088297
65,20.91187594993508,19.015473748088297
66,20.91187594993508,19.015473748088297
67,20.91187594993508,19.015473748088297
68,20.91187594993508,19.015473748088297
69,20.91187594993508,19.015473748088297
70,20.91187594993508,19.015473748088297
71,20.91187594993508,19.015473748088297
72,20.91187594993508,19.015473748088297
73,20.91187594993508,19.015473748088297
74,20.91187594993508,19.015473748088297
75,20.91187594993508,19.015473748088297
76,20.91187594993508,19.015473748088297
77,20.91187594993508,19.015473748088297
78,20.91187594993508,19.015473748088297
79,20.91187594993508,19.015473748088297
80,20.91187594993508,19.015473748088297
81,20.91187594993508,19.015473748088297
82,20.91187594993508,19.015473748088297
83,20.91187594993508,19.015473748088297
84,20.91187594993508,19.015473748088297
85,20.91187594993508,19.015473748088297
86,20.91187594993508,19.015473748088297
87,20.91187594993508,19.015473748088297
88,20.91187594993508,19.015473748088297
89,20.91187594993508,19.015473748088297
90,20.91187594993508,19.015473748088297
91,20.91187594993508,19.015473748088297
92,20.91187594993508,19.015473748088297
93,20.91187594993508,19.015473748088297
94,20.91187594993508,19.015473748088297
95,20.91187594993508,19.015473748088297
96,20.91187594993508,19.015473748088297
97,20.91187594993508,19.015473748088297
98,20.91187594993508,19.015473748088297
99,20.91187594993508,19.015473748088297
100,20.91187594993508,19.015473748088297
101,20.91187594993508,19.015473748088297
102,20.91187594993508,19.015473748088297
103,20.91187594993508,19.015473748088297
104,20.91187594993508,19.015473748088297
105,20.91187594993508,19.015473748088297
106,20.91187594993508,19.015473748088297
107,20.91187594993508,19.015473748088297
108,20.91187594993508,19.015473748088297
109,20.91187594993508,19.015473748088297
110,20.91187594993508,19.015473748088297
111,20.91187594993508,19.015473748088297
112,20.91187594993508,19.015473748088297
113,20.91187594993508,19.015473748088297
114,20.91187594993508,19.015473748088297
115,20.91187594993508,19.015473748088297
116,20.91187594993508,19.015473748088297
117,20.91187594993508,19.015473748088297
118,20.91187594993508,19.015473748088297
119,20.91187594993508,19.015473748088297
120,20.91187594993508,19.015473748088297
121,20.91187594993508,19.015473748088297
122,20.91187594993508,19.015473748088297
123,20.91187594993508,19.015473748088297
124,20.91187594993508,19.015473748088297
125,20.91187594993508,19.015473748088297
126,20.91187594993508,19.015473748088297
127,20.91187594993508,19.015473748088297
128,20.91187594993508,19.015473748088297
129,20.91187594993508,19.015473748088297
130,20.91187594993508,19.015473748088297
131,20.91187594993508,19.015473748088297
132,20.91187594993508,19.015473748088297
133,20.91187594993508,19.015473748088297
134,20.91187594993508,19.015473748088297
135,20.91187594993508,19.015473748088297
136,20.91187594993508,19.015473748088297
137,20.91187594993508,19.015473748088297
138,20.91187594993508,19.015473748088297
139,20.91187594993508,19.015473748088297
140,20.91187594993508,19.015473748088297
141,20.91187594993508,19.015473748088297
142,20.91187594993508,19.015473748088297
143,20.91187594993508,19.015473748088297
144,20.91187594993508,19.015473748088297
145,20.91187594993508,19.015473748088297
146,20.91187594993508,19.015473748088297
147,20.91187594993508,19.015473748088297
148,20.91187594993508,19.015473748088297
149,20.91187594993508,19.015473748088297
150,20.91187594993508,19.015473748088297
151,20.91187594993508,19.015473748088297
152,20.91187594993508,19.015473748088297
153,20.91187594993508,19.015473748088297
154,20.91187594993508,19.015473748088297
155,20.91187594993508,19.015473748088297
156,20.91187594993508,19.015473748088297
157,20.91187594993508,19.015473748088297
158,20.91187594993508,19.015473748088297
159,20.91187594993508,19.015473748088297
160,20.91187594993508,19.015473748088297
161,20.91187594993508,19.015473748088297
162,20.91187594993508,19.015473748088297
163,20.91187594993508,19.015473748088297
164,20.91187594993508,19.015473748088297
165,20.91187594993508,19.015473748088297
166,20.91187594993508,19.015473748088297
167,20.91187594993508,19.015473748088297
168,20.91187594993508,19.015473748088297
169,20.91187594993508,19.015473748088297
170,20.91187594993508,19.015473748088297
171,20.91187594993508,19.015473748088297
172,20.91187594993508,19.015473748088297
173,20.91187594993508,19.015473748088297
174,20.91187594993508,19.015473748088297
175,20.91187594993508,19.015473748088297
176,20.91187594993508,19.015473748088297
177,20.91187594993508,19.015473748088297
178,20.91187594993508,19.015473748088297
179,20.91187594993508,19.015473748088297
180,20.91187594993508,19.015473748088297
181,20.91187594993508,19.015473748088297
182,20.91187594993508,19.015473748088297
183,20.91187594993508,19.015473748088297
184,20.91187594993508,19.015473748088297
185,20.91187594993508,19.015473748088297
186,20.91187594993508,19.015473748088297
187,20.91187594993508,19.015473748088297
188,20.91187594993508,19.015473748088297
189,20.91187594993508,19.015473748088297
190,20.91187594993508,19.015473748088297
191,20.91187594993508,19.015473748088297
192,20.91187594993508,19.015473748088297
193,20.91187594993508,19.015473748088297
194,20.91187594993508,19.015473748088297
195,20.91187594993508,19.015473748088297
196,20.91187594993508,19.015473748088297
197,20.91187594993508,19.015473748088297
198,20.91187594993508,19.015473748088297
199,20.91187594993508,19.015473748088297
200,20.91187594993508,19.015473748088297
201,20.91187594993508,19.015473748088297
202,20.91187594993508,19.015473748088297
203,20.91187594993508,19.015473748088297
204,20.91187594993508,19.015473748088297
205,20.91187594993508,19.015473748088297
206,20.91187594993508,19.015473748088297
207,20.91187594993508,19.015473748088297
208,20.91187594993508,19.015473748088297
209,20.91187594993508,19.015473748088297
210,20.91187594993508,19.015473748088297
211,20.91187594993508,19.015473748088297
212,20.91187594993508,19.015473748088297
213,20.91187594993508,19.015473748088297
214,20.91187594993508,19.015473748088297
215,20.91187594993508,19.015473748088297
216,20.91187594993508,19.015473748088297
217,20.91187594993508,19.015473748088297
218,20.91187594993508,19.015473748088297
219,20.91187594993508,19.015473748088297
220,20.91187594993508,19.015473748088297
221,20.91187594993508,19.015473748088297
222,20.91187594993508,19.015473748088297
223,20.91187594993508,19.015473748088297
224,20.91187594993508,19.015473748088297
225,20.91187594993508,19.015473748088297
226,20.91187594993508,19.015473748088297
227,20.91187594993508,19.015473748088297
228,20.91187594993508,19.015473748088297
229,20.91187594993508,19.015473748088297
230,20.91187594993508,19.015473748088297
231,20.91187594993508,19.015473748088297
232,20.91187594993508,19.015473748088297
233,20.91187594993508,19.015473748088297
234,20.91187594993508,19.015473748088297
235,20.91187594993508,19.015473748088297
236,20.91187594993508,19.015473748088297
237,20.91187594993508,19.015473748088297
238,20.91187594993508,19.015473748088297
